categoria,contador,descripcion,marca,nombre_crudo,precio,tienda,url,volumen
Fideos,242,PENNE RIGATE,MATARAZZO,FIDEOS MATARAZZO PENNE RIGATE X 500GR  ,1250.0,Blowmax,https://blowmax.com.ar/producto/fideos-matarazzo-penne-rigate-x-500gr/,500
Fideos,243,DEDALITO,LA PROVIDENCIA,FIDEOS LA PROVIDENCIA DEDALITO X500GR  ,899.0,Blowmax,https://blowmax.com.ar/producto/fideos-la-providencia-dedalito-x500gr/,500
Fideos,244,NIDO ANCHO,SAN AGUSTIN,FIDEOS SAN AGUSTIN NIDO ANCHO X 500GR  ,949.0,Blowmax,https://blowmax.com.ar/producto/fideos-san-agustin-nido-ancho-x-500gr/,500
Fideos,245,MUNICION,LA PROVIDENCIA,FIDEOS LA PROVIDENCIA MUNICION X500GR  ,899.0,Blowmax,https://blowmax.com.ar/producto/fideos-la-providencia-municion-x500gr/,500
Fideos,246,TALLARIN,LA PROVIDENCIA,FIDEOS LA PROVIDENCIA TALLARIN X500GR  ,899.0,Blowmax,https://blowmax.com.ar/producto/fideos-la-providencia-tallarin-x500gr/,500
Fideos,247,TIRABUZON,LA PROVIDENCIA,FIDEOS LA PROVIDENCIA TIRABUZON X500GR  ,899.0,Blowmax,https://blowmax.com.ar/producto/fideos-la-providencia-tirabuzon-x500gr/,500
Fideos,248,SPAGUETTI,LA PROVIDENCIA,FIDEOS LA PROVIDENCIA SPAGUETTI X500GR  ,899.0,Blowmax,https://blowmax.com.ar/producto/fideos-la-providencia-spaguetti-x500gr/,500
Fideos,249,MOSTACHOL,LA PROVIDENCIA,FIDEOS LA PROVIDENCIA MOSTACHOL X500GR  ,899.0,Blowmax,https://blowmax.com.ar/producto/fideos-la-providencia-mostachol-x500gr/,500
Fideos,250,NIDO FETTUCCINE,LUCCHETTI,FIDEOS LUCCHETTI NIDO FETTUCCINE 500GR  ,1790.0,Blowmax,https://blowmax.com.ar/producto/fideos-lucchetti-nidos-x-500gr/,500
Fideos,251,CABELLO DE ANGEL,LUCCHETTI,FIDEOS LUCCHETTI CABELLO ANGEL X 500GR  ,1790.0,Blowmax,https://blowmax.com.ar/producto/fideos-lucchetti-cabello-angel-x-500gr/,500
Fideos,252,PAMPERITO,LA PROVIDENCIA,FIDEOS LA PROVIDENCIA PAMPERITO X500GR  ,899.0,Blowmax,https://blowmax.com.ar/producto/fideos-la-providencia-pamperito-x500gr/,500
Fideos,253,NIDO ANGOSTO,SAN AGUSTIN,FIDEOS SAN AGUSTIN NIDO ANGOSTO X 500GR  ,949.0,Blowmax,https://blowmax.com.ar/producto/fideos-san-agustin-nido-angosto-x-500gr/,500
Fideos,254,CABELLO DE ANGEL,MATARAZZO,FIDEOS MATARAZZO CABELLO DE ANGEL 500GR  ,1990.0,Blowmax,https://blowmax.com.ar/producto/fideos-matarazzo-cabello-de-angel-500gr/,500
Fideos,255,MOSTACHOL N?51,LUCCHETTI,FIDEOS LUCCHETTI MOSTACHOL N?51 X 500GR  ,1090.0,Blowmax,https://blowmax.com.ar/producto/fideos-lucchetti-mostachol-x-500gr/,500
Fideos,256,TAGLIATELLE,LA PROVIDENCIA,FIDEOS LA PROVIDENCIA TAGLIATELLE X500GR  ,899.0,Blowmax,https://blowmax.com.ar/producto/fideos-la-providencia-tagliatelle-x500gr/,500
Fideos,257,CABELLO DE ANGEL,BAUZA,FIDEOS BAUZA SECOS CABELLO DE ANGEL 500G  ,1200.0,Blowmax,https://blowmax.com.ar/producto/fideos-bauza-secos-cabello-de-angel-500g/,500
Fideos,258,GUISERO RIGATTI,BAUZA,FIDEOS BAUZA SECOS GUISERO RIGATTI 500GR  ,950.0,Blowmax,https://blowmax.com.ar/producto/fideos-bauza-secos-guisero-rigatti-500gr/,500
Fideos,259,SECO TALLARIN FORATTI,BAUZA,FIDEOS BAUZAS SECO TALLARIN FORATTI 500GR  ,950.0,Blowmax,https://blowmax.com.ar/producto/fideos-bauzas-seco-tallarin-foratti-500gr/,500
Fideos,260,FRESCOS AL HUEVO,ARGENTINA,FIDEOS ARGENTINA FRESCOS AL HUEVO X 500GR  ,1149.0,Blowmax,https://blowmax.com.ar/producto/fideos-frescos-argentina-al-huevo-x-500gr/,500
Fideos,261,TALLARIN LAMINADO,BAUZA,FIDEOS BAUZA SECOS TALLARIN LAMINADO 500GR  ,950.0,Blowmax,https://blowmax.com.ar/producto/fideos-bauza-secos-tallarin-laminado-500gr/,500
Fideos,262,CABELLO DE ANGEL,SAN AGUSTIN,FIDEOS SAN AGUSTIN CABELLO DE ANGEL X 500GR  ,949.0,Blowmax,https://blowmax.com.ar/producto/fideos-san-agustin-cabello-de-angel-x-500gr/,500
Fideos,263,NIDO CAB ANGEL,LA PROVIDENCIA,FIDEOS LA PROVIDENCIA NIDO CAB ANGEL X500GR  ,1290.0,Blowmax,https://blowmax.com.ar/producto/fideos-la-providencia-nido-cab-angel-x500gr/,500
Fideos,264,NIDO SPAGUETTI,LA PROVIDENCIA,FIDEOS LA PROVIDENCIA NIDO SPAGUETTI X500GR  ,1290.0,Blowmax,https://blowmax.com.ar/producto/fideos-la-providencia-nido-spaguetti-x500gr/,500
Fideos,265,TIRABUZON,BAUZA,FIDEOS BAUZA SECOS GUISEROS TIRABUZON 500GR  ,950.0,Blowmax,https://blowmax.com.ar/producto/fideos-bauza-secos-guiseros-tirabuzon-500gr/,500
Fideos,266,EXTRA NIDO ESPINACA,BAUZA,FIDEOS BAUZA SECOS EXTRA NIDO ESPINACA 500GR  ,1450.0,Blowmax,https://blowmax.com.ar/producto/fideos-bauza-secos-extra-nido-espinaca-500gr/,500
Fideos,267,MOSTACHOL 3 VEGETALES,TERRABUSI,FIDEOS TERRABUSI MOSTACHOL 3 VEGETALES 500GR  ,1250.0,Blowmax,https://blowmax.com.ar/producto/fideos-terrabusi-mostachol-3-vegetales-500gr/,500
Fideos,268,NIDO TAGLIATELLE,LA PROVIDENCIA,FIDEOS LA PROVIDENCIA NIDO TAGLIATELLE X500GR  ,1290.0,Blowmax,https://blowmax.com.ar/producto/fideos-la-providencia-nido-tagliatelle-x500gr/,500
